Id,age,job,marital,education,default,Acc_balance,housing,loan,contact,day,month,duration,campaign,poutcome,deposit
3080,28,admin.,married,secondary,no,-201,yes,no,unknown,12,may,286,4,unknown,no
3081,40,services,single,secondary,no,-278,yes,no,unknown,12,may,400,3,unknown,no
3082,43,technician,single,tertiary,no,16,yes,no,unknown,12,may,282,4,unknown,no
3083,51,blue-collar,married,primary,yes,-283,yes,no,unknown,12,may,38,4,unknown,no
3084,28,admin.,single,secondary,no,-103,yes,no,unknown,12,may,252,4,unknown,no
3085,54,management,married,primary,no,113,no,no,unknown,12,may,76,3,unknown,no
3086,37,blue-collar,married,secondary,no,194,yes,no,unknown,12,may,566,7,unknown,no
3087,35,self-employed,married,tertiary,no,247,yes,no,unknown,12,may,167,2,unknown,no
3088,26,management,divorced,tertiary,yes,-402,no,yes,unknown,12,may,127,2,unknown,no
3089,55,services,single,secondary,no,-40,yes,no,unknown,12,may,178,2,unknown,no
3090,57,unemployed,married,secondary,no,3867,yes,no,unknown,12,may,71,2,unknown,no
3091,39,blue-collar,divorced,secondary,no,36,yes,no,unknown,12,may,109,2,unknown,no
3092,36,services,married,tertiary,no,2167,yes,yes,unknown,12,may,120,2,unknown,no
3093,35,management,single,tertiary,no,243,yes,no,unknown,12,may,102,3,unknown,no
3094,33,blue-collar,married,primary,no,2,yes,yes,unknown,12,may,409,2,unknown,no
3095,40,services,single,secondary,no,737,yes,no,unknown,12,may,117,2,unknown,no
3096,31,technician,married,secondary,no,286,no,no,unknown,12,may,177,4,unknown,no
3097,32,management,single,tertiary,no,311,no,no,unknown,12,may,757,2,unknown,yes
3098,27,management,single,tertiary,no,541,yes,no,unknown,12,may,145,1,unknown,no
3099,31,services,single,secondary,no,2963,yes,no,unknown,12,may,124,1,unknown,no
3100,28,blue-collar,single,secondary,yes,-871,yes,no,unknown,12,may,36,4,unknown,no
3101,33,blue-collar,divorced,secondary,no,75,yes,yes,unknown,12,may,94,2,unknown,no
3102,31,blue-collar,single,secondary,no,2597,yes,no,unknown,12,may,189,1,unknown,no
3103,25,services,married,secondary,no,-454,yes,no,unknown,12,may,24,1,unknown,no
3104,29,technician,married,secondary,no,0,no,no,unknown,12,may,33,2,unknown,no
3105,47,blue-collar,married,primary,no,304,yes,no,unknown,12,may,185,1,unknown,no
3106,59,blue-collar,divorced,primary,no,220,yes,no,unknown,12,may,165,1,unknown,no
3107,35,management,single,tertiary,no,561,yes,no,unknown,12,may,405,3,unknown,no
3108,33,blue-collar,married,primary,no,211,yes,no,unknown,12,may,172,2,unknown,no
3109,31,management,single,tertiary,no,4509,yes,no,unknown,12,may,207,3,unknown,no
3110,42,management,single,tertiary,no,196,yes,no,unknown,12,may,325,3,unknown,no
3111,26,technician,single,secondary,no,124,yes,no,unknown,12,may,57,8,unknown,no
3112,34,blue-collar,single,secondary,no,381,yes,no,unknown,12,may,102,1,unknown,no
3113,31,admin.,married,secondary,no,184,yes,no,unknown,12,may,378,3,unknown,no
3114,30,blue-collar,single,unknown,yes,-149,yes,yes,unknown,12,may,164,3,unknown,no
3115,54,admin.,married,unknown,no,-337,yes,no,unknown,12,may,288,2,unknown,no
3116,52,blue-collar,single,primary,no,210,yes,no,unknown,12,may,154,1,unknown,no
3117,40,blue-collar,divorced,primary,no,737,yes,yes,unknown,12,may,102,1,unknown,no
3118,56,blue-collar,divorced,secondary,no,75,yes,no,unknown,12,may,136,2,unknown,no
3119,25,student,single,tertiary,no,641,yes,no,unknown,12,may,53,1,unknown,no
3120,60,retired,married,secondary,no,78,yes,no,unknown,12,may,113,3,unknown,no
3121,43,blue-collar,married,primary,no,1558,yes,no,unknown,12,may,110,3,unknown,no
3122,32,entrepreneur,married,unknown,no,227,yes,no,unknown,12,may,523,1,unknown,no
3123,48,blue-collar,divorced,secondary,no,602,yes,no,unknown,12,may,231,1,unknown,no
3124,43,self-employed,single,secondary,no,798,yes,no,unknown,12,may,217,1,unknown,no
3125,37,technician,married,secondary,no,1047,yes,yes,unknown,12,may,151,1,unknown,no
3126,52,services,divorced,primary,no,111,yes,no,unknown,12,may,179,2,unknown,no
3127,25,services,single,secondary,no,-439,yes,no,unknown,12,may,293,1,unknown,no
3128,31,entrepreneur,single,tertiary,yes,37,yes,no,unknown,12,may,281,1,unknown,no
3129,35,blue-collar,married,secondary,no,362,yes,no,unknown,12,may,363,2,unknown,no
3130,27,admin.,single,secondary,no,1,yes,no,unknown,12,may,86,1,unknown,no
3131,41,self-employed,married,secondary,no,304,yes,no,unknown,12,may,1147,2,unknown,no
3132,34,technician,single,secondary,no,-89,yes,no,unknown,12,may,209,1,unknown,no
3133,55,technician,married,secondary,no,276,yes,no,unknown,12,may,486,1,unknown,no
3134,26,blue-collar,married,secondary,no,288,yes,no,unknown,12,may,49,2,unknown,no
3135,36,blue-collar,married,primary,no,650,yes,no,unknown,12,may,170,2,unknown,no
3136,45,admin.,married,secondary,no,171,yes,no,unknown,12,may,539,1,unknown,no
3137,27,technician,married,secondary,no,-302,yes,no,unknown,12,may,66,3,unknown,no
3138,31,admin.,married,secondary,no,337,no,no,unknown,12,may,51,1,unknown,no
3139,29,admin.,divorced,secondary,no,891,no,no,unknown,12,may,820,1,unknown,no
3140,26,blue-collar,single,secondary,no,199,yes,yes,unknown,12,may,125,1,unknown,no
3141,46,services,married,secondary,no,997,yes,no,unknown,12,may,398,1,unknown,no
3142,32,entrepreneur,married,tertiary,no,108,yes,yes,unknown,12,may,112,1,unknown,no
3143,25,admin.,single,tertiary,no,40,no,no,unknown,12,may,64,1,unknown,no
3144,54,retired,married,primary,no,208,no,no,unknown,12,may,255,1,unknown,no
3145,31,technician,married,secondary,no,6890,yes,no,unknown,12,may,34,1,unknown,no
3146,33,admin.,single,secondary,no,395,yes,no,unknown,12,may,95,8,unknown,no
3147,28,technician,single,tertiary,no,-214,yes,no,unknown,12,may,140,3,unknown,no
3148,39,admin.,single,secondary,no,496,yes,no,unknown,12,may,788,2,unknown,no
3149,37,technician,married,secondary,no,183,yes,no,unknown,12,may,194,2,unknown,no
3150,36,blue-collar,married,primary,no,199,yes,no,unknown,12,may,165,4,unknown,no
3151,56,admin.,divorced,primary,no,179,yes,no,unknown,12,may,306,2,unknown,no
3152,59,retired,married,secondary,no,434,yes,no,unknown,12,may,63,3,unknown,no
3153,30,services,single,secondary,no,122,yes,no,unknown,12,may,501,2,unknown,no
3154,59,technician,married,secondary,no,371,yes,no,unknown,12,may,832,3,unknown,no
3155,27,blue-collar,single,secondary,no,3675,no,no,unknown,12,may,101,2,unknown,no
3156,29,entrepreneur,single,tertiary,no,11,yes,no,unknown,12,may,214,4,unknown,no
3157,48,services,married,secondary,no,194,yes,yes,unknown,12,may,290,6,unknown,no
3158,44,blue-collar,married,secondary,no,23,yes,no,unknown,12,may,388,2,unknown,no
3159,33,management,single,tertiary,no,1011,yes,no,unknown,12,may,1495,4,unknown,no
3160,39,blue-collar,single,primary,no,446,yes,no,unknown,12,may,183,1,unknown,no
3161,46,blue-collar,married,primary,no,-29,yes,no,unknown,12,may,322,1,unknown,no
3162,28,admin.,married,secondary,no,957,yes,yes,unknown,12,may,646,3,unknown,no
3163,31,blue-collar,married,secondary,no,297,yes,no,unknown,12,may,480,1,unknown,no
3164,40,services,single,secondary,no,888,yes,no,unknown,12,may,169,2,unknown,no
3165,37,blue-collar,single,secondary,no,115,yes,no,unknown,12,may,74,1,unknown,no
3166,29,blue-collar,married,secondary,no,177,yes,no,unknown,12,may,146,3,unknown,no
3167,29,blue-collar,married,secondary,no,-28,yes,no,unknown,12,may,393,1,unknown,no
3168,24,blue-collar,married,secondary,no,951,yes,no,unknown,12,may,744,2,unknown,no
3169,32,admin.,single,secondary,no,5,yes,no,unknown,12,may,593,2,unknown,no
3170,26,admin.,single,secondary,no,586,yes,yes,unknown,12,may,215,1,unknown,no
3171,47,entrepreneur,married,unknown,yes,-1445,yes,no,unknown,12,may,379,2,unknown,no
3172,26,blue-collar,single,secondary,yes,-23,yes,no,unknown,12,may,315,1,unknown,no
3173,28,blue-collar,single,secondary,no,-284,yes,no,unknown,12,may,162,1,unknown,no
3174,58,blue-collar,married,secondary,no,1166,yes,no,unknown,12,may,493,1,unknown,no
3175,35,management,single,tertiary,no,244,yes,no,unknown,12,may,225,1,unknown,no
3176,29,services,single,secondary,no,-72,yes,no,unknown,12,may,208,1,unknown,no
3177,56,blue-collar,married,primary,no,1399,yes,no,unknown,12,may,80,4,unknown,no
3178,43,blue-collar,married,primary,no,0,yes,no,unknown,12,may,3,1,unknown,no
3179,45,blue-collar,married,secondary,no,431,yes,no,unknown,12,may,29,1,unknown,no
3180,31,admin.,single,secondary,no,130,yes,yes,unknown,12,may,132,1,unknown,no
3181,34,blue-collar,married,secondary,no,187,yes,no,unknown,12,may,379,2,unknown,no
3182,32,management,married,primary,no,142,yes,no,unknown,12,may,101,1,unknown,no
3183,33,technician,single,secondary,no,14,yes,no,unknown,12,may,188,1,unknown,no
3184,28,technician,single,secondary,no,-219,yes,no,unknown,12,may,386,2,unknown,no
3185,43,admin.,single,secondary,no,275,yes,no,unknown,12,may,457,4,unknown,no
3186,49,services,single,secondary,no,5028,yes,no,unknown,12,may,891,1,unknown,no
3187,27,services,single,secondary,no,118,yes,yes,unknown,12,may,53,1,unknown,no
3188,30,services,single,secondary,no,290,yes,no,unknown,12,may,446,1,unknown,no
3189,32,blue-collar,married,primary,no,1064,yes,no,unknown,12,may,326,1,unknown,no
3190,37,services,divorced,secondary,no,904,yes,no,unknown,12,may,507,1,unknown,no
3191,31,technician,single,secondary,no,628,yes,no,unknown,12,may,1083,2,unknown,no
3192,56,retired,married,primary,no,13,yes,no,unknown,12,may,123,2,unknown,no
3193,26,technician,married,tertiary,no,450,yes,yes,unknown,12,may,1266,1,unknown,no
3194,43,blue-collar,married,secondary,no,-63,yes,no,unknown,12,may,160,4,unknown,no
3195,48,technician,divorced,secondary,no,164,yes,no,unknown,12,may,139,2,unknown,no
3196,31,blue-collar,single,primary,no,985,yes,no,unknown,12,may,178,2,unknown,no
3197,36,services,single,secondary,no,616,yes,yes,unknown,12,may,156,3,unknown,no
3198,24,blue-collar,married,secondary,no,237,yes,no,unknown,12,may,200,2,unknown,no
3199,29,unemployed,married,secondary,no,380,no,yes,unknown,12,may,154,2,unknown,no
3200,23,admin.,single,secondary,no,290,yes,no,unknown,12,may,163,4,unknown,no
3201,54,entrepreneur,divorced,secondary,no,104,yes,no,unknown,12,may,391,1,unknown,no
3202,24,blue-collar,single,secondary,no,117,yes,yes,unknown,12,may,470,1,unknown,no
3203,25,technician,single,secondary,no,276,yes,no,unknown,12,may,268,4,unknown,no
3204,36,technician,single,secondary,no,-475,yes,no,unknown,12,may,793,5,unknown,no
3205,40,management,single,unknown,no,838,yes,no,unknown,12,may,619,3,unknown,no
3206,29,admin.,single,secondary,no,382,yes,no,unknown,12,may,460,1,unknown,no
3207,29,admin.,married,primary,no,624,yes,no,unknown,12,may,246,1,unknown,no
3208,48,blue-collar,single,primary,no,396,yes,no,unknown,12,may,194,3,unknown,no
3209,23,admin.,single,secondary,no,5,no,no,unknown,12,may,413,1,unknown,no
3210,37,admin.,single,secondary,no,18,no,no,unknown,12,may,574,6,unknown,no
3211,31,blue-collar,married,primary,no,-464,yes,yes,unknown,12,may,256,4,unknown,no
3212,29,services,divorced,secondary,no,330,yes,no,unknown,12,may,88,2,unknown,no
3213,56,admin.,married,secondary,no,2087,yes,no,unknown,12,may,146,1,unknown,no
3214,28,services,single,secondary,no,-260,yes,no,unknown,12,may,170,2,unknown,no
3215,44,blue-collar,married,secondary,no,236,yes,no,unknown,12,may,596,1,unknown,no
3216,48,blue-collar,married,secondary,no,684,yes,yes,unknown,12,may,139,1,unknown,no
3217,30,blue-collar,married,secondary,no,458,yes,no,unknown,12,may,177,3,unknown,no
3218,32,unemployed,married,primary,no,324,yes,no,unknown,12,may,577,1,unknown,no
3219,41,blue-collar,married,primary,no,1052,yes,yes,unknown,12,may,335,1,unknown,no
3220,30,management,divorced,secondary,no,37,no,no,unknown,12,may,262,2,unknown,no
3221,37,blue-collar,married,secondary,no,454,yes,no,unknown,12,may,115,1,unknown,no
3222,30,blue-collar,single,secondary,no,573,yes,no,unknown,12,may,116,2,unknown,no
3223,28,technician,single,secondary,no,34,yes,no,unknown,12,may,136,4,unknown,no
3224,33,technician,single,secondary,no,341,no,yes,unknown,12,may,289,3,unknown,no
3225,41,blue-collar,married,unknown,no,31,no,no,unknown,12,may,529,2,unknown,no
3226,42,management,married,secondary,no,-189,yes,no,unknown,12,may,247,2,unknown,no
3227,50,admin.,single,secondary,no,424,yes,no,unknown,12,may,72,2,unknown,no
3228,23,student,single,tertiary,no,250,yes,no,unknown,12,may,166,2,unknown,no
3229,38,services,married,secondary,no,3165,yes,no,unknown,12,may,152,2,unknown,no
3230,31,blue-collar,divorced,secondary,no,387,yes,no,unknown,12,may,220,3,unknown,no
3231,35,admin.,single,secondary,no,855,yes,no,unknown,12,may,241,3,unknown,no
3232,52,admin.,divorced,secondary,no,944,yes,no,unknown,12,may,198,3,unknown,no
3233,36,blue-collar,married,secondary,no,134,no,no,unknown,12,may,98,2,unknown,no
3234,28,blue-collar,single,secondary,no,2845,yes,no,unknown,12,may,182,2,unknown,no
3235,27,management,single,tertiary,no,2420,yes,no,unknown,12,may,391,2,unknown,no
3236,24,student,single,tertiary,no,1535,yes,no,unknown,12,may,126,2,unknown,no
3237,45,management,single,tertiary,no,0,no,no,unknown,12,may,55,2,unknown,no
3238,39,technician,married,secondary,no,504,yes,no,unknown,12,may,495,1,unknown,no
3239,38,blue-collar,single,secondary,no,-329,yes,no,unknown,12,may,86,4,unknown,no
3240,24,blue-collar,married,secondary,no,94,yes,no,unknown,12,may,166,2,unknown,no
3241,35,management,divorced,tertiary,no,538,yes,no,unknown,12,may,66,4,unknown,no
3242,32,admin.,divorced,secondary,yes,-18,yes,no,unknown,12,may,155,3,unknown,no
3243,48,housemaid,divorced,primary,no,26,yes,no,unknown,12,may,311,3,unknown,no
3244,36,entrepreneur,married,primary,no,177,yes,no,unknown,12,may,63,5,unknown,no
3245,46,blue-collar,married,primary,no,633,yes,no,unknown,12,may,236,10,unknown,no
3246,28,technician,single,secondary,no,205,yes,no,unknown,12,may,92,3,unknown,no
3247,50,admin.,married,secondary,no,1114,yes,yes,unknown,12,may,298,2,unknown,no
3248,44,blue-collar,married,secondary,no,78,yes,no,unknown,12,may,253,2,unknown,no
3249,38,management,married,tertiary,no,762,yes,no,unknown,12,may,163,2,unknown,no
3250,33,self-employed,married,primary,no,1862,yes,no,unknown,12,may,65,1,unknown,no
3251,57,management,single,tertiary,no,73,no,no,unknown,12,may,41,1,unknown,no
3252,40,technician,married,secondary,no,2576,yes,yes,unknown,12,may,10,11,unknown,no
3253,42,management,married,primary,no,470,yes,no,unknown,12,may,221,1,unknown,no
3254,32,services,married,secondary,no,206,yes,yes,unknown,12,may,370,1,unknown,no
3255,55,blue-collar,married,primary,no,0,yes,yes,unknown,12,may,467,5,unknown,no
3256,25,blue-collar,married,secondary,no,-76,yes,no,unknown,12,may,241,3,unknown,no
3257,42,management,divorced,tertiary,no,1750,yes,no,unknown,12,may,248,2,unknown,no
3258,23,admin.,single,secondary,no,1104,yes,no,unknown,12,may,120,2,unknown,no
3259,31,blue-collar,married,secondary,no,286,yes,yes,unknown,12,may,260,2,unknown,no
3260,21,student,single,unknown,no,137,yes,no,unknown,12,may,198,3,unknown,no
3261,34,admin.,married,secondary,no,247,yes,yes,unknown,12,may,1727,5,unknown,no
3262,46,entrepreneur,married,tertiary,no,-43,no,no,unknown,12,may,138,8,unknown,no
3263,55,blue-collar,married,primary,no,309,yes,no,unknown,12,may,115,4,unknown,no
3264,33,entrepreneur,single,secondary,no,339,yes,no,unknown,12,may,212,2,unknown,no
3265,47,self-employed,divorced,secondary,no,218,yes,no,unknown,12,may,58,7,unknown,no
3266,33,management,single,tertiary,no,4128,yes,no,unknown,12,may,456,6,unknown,no
3267,40,management,single,tertiary,no,867,yes,yes,unknown,12,may,145,4,unknown,no
3268,32,management,single,tertiary,no,1345,yes,no,unknown,12,may,289,3,unknown,no
3269,48,technician,divorced,secondary,no,40,no,no,unknown,12,may,300,3,unknown,no
3270,32,admin.,single,secondary,no,1466,yes,no,unknown,12,may,264,2,unknown,no
3271,26,blue-collar,single,secondary,no,96,yes,no,unknown,12,may,181,2,unknown,no
3272,38,blue-collar,married,secondary,no,332,yes,no,unknown,12,may,184,4,unknown,no
3273,46,services,married,secondary,no,1474,yes,no,unknown,12,may,148,3,unknown,no
3274,49,blue-collar,married,secondary,no,783,yes,no,unknown,12,may,166,4,unknown,no
3275,33,management,single,tertiary,no,239,no,no,unknown,12,may,65,5,unknown,no
3276,45,blue-collar,married,secondary,no,27,yes,no,unknown,12,may,299,5,unknown,no
3277,32,management,married,tertiary,no,-24,yes,no,unknown,12,may,93,4,unknown,no
3278,39,blue-collar,married,secondary,no,23,yes,no,unknown,12,may,22,5,unknown,no
3279,53,blue-collar,married,primary,no,6386,yes,no,unknown,12,may,170,8,unknown,no
3280,28,unemployed,single,secondary,yes,-353,yes,no,unknown,12,may,89,3,unknown,no
3281,31,admin.,married,secondary,no,-474,yes,no,unknown,12,may,215,2,unknown,no
3282,34,entrepreneur,single,tertiary,no,714,yes,no,unknown,12,may,166,4,unknown,no
3283,40,blue-collar,married,primary,no,570,yes,no,unknown,12,may,109,3,unknown,no
3284,29,blue-collar,single,secondary,no,16,no,no,unknown,12,may,197,3,unknown,no
3285,34,admin.,single,secondary,no,1504,yes,no,unknown,12,may,395,3,unknown,no
3286,38,management,married,tertiary,no,551,yes,no,unknown,12,may,1875,4,unknown,no
3287,31,services,married,secondary,no,-759,yes,no,unknown,12,may,220,2,unknown,no
3288,32,technician,divorced,secondary,no,1097,yes,no,unknown,12,may,298,2,unknown,no
3289,31,services,married,secondary,no,520,yes,no,unknown,12,may,123,7,unknown,no
3290,53,blue-collar,single,unknown,no,0,no,no,unknown,12,may,140,7,unknown,no
3291,38,blue-collar,single,unknown,no,573,yes,no,unknown,12,may,334,7,unknown,no
3292,57,blue-collar,married,primary,yes,0,yes,no,unknown,12,may,73,3,unknown,no
3293,58,entrepreneur,married,tertiary,no,146,yes,no,unknown,12,may,186,6,unknown,no
3294,50,blue-collar,married,primary,no,-37,yes,no,unknown,12,may,78,3,unknown,no
3295,36,blue-collar,single,secondary,no,90,yes,no,unknown,12,may,13,5,unknown,no
3296,46,blue-collar,married,primary,no,0,yes,no,unknown,12,may,51,9,unknown,no
3297,39,admin.,single,secondary,no,1242,yes,no,unknown,12,may,303,3,unknown,no
3298,31,admin.,single,secondary,no,98,yes,yes,unknown,12,may,159,3,unknown,no
3299,44,management,single,tertiary,no,295,yes,no,unknown,12,may,103,8,unknown,no
3300,53,admin.,married,secondary,no,465,no,yes,unknown,12,may,95,3,unknown,no
3301,35,technician,married,tertiary,no,1473,yes,no,unknown,12,may,84,3,unknown,no
3302,40,blue-collar,married,secondary,no,3122,yes,no,unknown,12,may,344,3,unknown,no
3303,30,technician,single,secondary,no,317,yes,no,unknown,12,may,246,6,unknown,no
3304,33,blue-collar,divorced,secondary,no,176,yes,no,unknown,12,may,157,5,unknown,no
3305,39,blue-collar,married,secondary,no,661,yes,no,unknown,12,may,162,4,unknown,no
3306,25,admin.,single,secondary,no,1,yes,yes,unknown,12,may,24,12,unknown,no
3307,35,blue-collar,married,primary,no,-12,yes,no,unknown,12,may,212,5,unknown,no
3308,43,blue-collar,married,primary,no,1401,yes,no,unknown,12,may,195,2,unknown,no
3309,41,entrepreneur,married,tertiary,no,171,yes,no,unknown,12,may,143,4,unknown,no
3310,55,blue-collar,married,primary,no,431,yes,no,unknown,12,may,68,2,unknown,no
3311,49,technician,divorced,secondary,no,265,yes,no,unknown,12,may,274,6,unknown,no
3312,30,self-employed,married,tertiary,no,227,yes,yes,unknown,12,may,227,3,unknown,no
3313,37,blue-collar,single,secondary,no,336,yes,no,unknown,12,may,152,5,unknown,no
3314,46,unemployed,divorced,secondary,no,41,yes,no,unknown,12,may,249,4,unknown,no
3315,36,blue-collar,married,secondary,no,1554,yes,no,unknown,12,may,325,4,unknown,no
3316,45,services,single,secondary,no,141,yes,no,unknown,12,may,111,4,unknown,no
3317,48,blue-collar,married,primary,no,762,yes,no,unknown,12,may,81,4,unknown,no
3318,22,housemaid,single,secondary,no,650,yes,no,unknown,12,may,181,4,unknown,no
3319,46,admin.,married,secondary,no,250,no,no,unknown,13,may,85,2,unknown,no
3320,39,blue-collar,married,secondary,no,130,yes,no,unknown,13,may,141,6,unknown,no
3321,56,admin.,married,secondary,no,11,no,no,unknown,13,may,42,3,unknown,no
3322,35,management,divorced,tertiary,no,36,yes,no,unknown,13,may,182,6,unknown,no
3323,45,blue-collar,married,primary,no,333,yes,no,unknown,13,may,160,3,unknown,no
3324,28,technician,married,secondary,no,487,yes,no,unknown,13,may,176,4,unknown,no
3325,32,admin.,single,tertiary,no,594,yes,no,unknown,13,may,134,2,unknown,no
3326,52,services,married,tertiary,no,1135,yes,yes,unknown,13,may,514,5,unknown,no
3327,26,admin.,divorced,secondary,yes,-3,yes,no,unknown,13,may,181,5,unknown,no
3328,22,blue-collar,single,primary,no,-168,yes,no,unknown,13,may,160,3,unknown,no
3329,35,blue-collar,married,primary,no,414,no,no,unknown,13,may,504,4,unknown,yes
3330,44,technician,single,tertiary,no,166,yes,no,unknown,13,may,267,3,unknown,no
3331,31,blue-collar,married,secondary,no,472,yes,no,unknown,13,may,907,2,unknown,no
3332,28,blue-collar,married,secondary,no,-95,yes,no,unknown,13,may,200,1,unknown,no
3333,23,technician,single,secondary,no,158,yes,no,unknown,13,may,139,1,unknown,no
3334,26,technician,single,secondary,no,8,no,no,unknown,13,may,147,1,unknown,no
3335,31,admin.,single,secondary,no,296,yes,no,unknown,13,may,161,1,unknown,no
3336,27,admin.,single,secondary,no,-541,yes,yes,unknown,13,may,153,1,unknown,no
3337,34,services,single,secondary,no,23,no,no,unknown,13,may,109,1,unknown,no
3338,25,blue-collar,single,primary,no,17,yes,no,unknown,13,may,97,2,unknown,no
3339,25,blue-collar,single,secondary,no,335,yes,no,unknown,13,may,164,1,unknown,no
3340,22,services,single,secondary,no,395,yes,no,unknown,13,may,70,1,unknown,no
3341,37,blue-collar,divorced,secondary,no,178,yes,no,unknown,13,may,71,1,unknown,no
3342,26,entrepreneur,single,secondary,no,101,yes,no,unknown,13,may,723,1,unknown,no
3343,32,blue-collar,married,secondary,no,-428,yes,no,unknown,13,may,518,1,unknown,no
3344,26,technician,single,secondary,no,24299,yes,no,unknown,13,may,704,1,unknown,no
3345,27,blue-collar,single,secondary,no,181,no,no,unknown,13,may,147,1,unknown,no
3346,22,services,married,secondary,no,83,yes,no,unknown,13,may,101,1,unknown,no
3347,32,technician,married,secondary,no,175,yes,no,unknown,13,may,142,1,unknown,no
3348,33,management,divorced,secondary,no,5,yes,no,unknown,13,may,1346,1,unknown,yes
3349,34,admin.,married,secondary,no,3185,yes,no,unknown,13,may,520,1,unknown,no
3350,31,blue-collar,married,secondary,no,2577,yes,no,unknown,13,may,611,2,unknown,no
3351,28,technician,single,secondary,no,216,yes,no,unknown,13,may,66,1,unknown,no
3352,37,blue-collar,married,secondary,no,166,yes,no,unknown,13,may,135,3,unknown,no
3353,45,blue-collar,married,primary,no,323,yes,no,unknown,13,may,276,2,unknown,no
3354,31,management,married,tertiary,no,334,yes,no,unknown,13,may,449,1,unknown,no
3355,48,entrepreneur,married,secondary,no,86,yes,no,unknown,13,may,98,1,unknown,no
3356,24,admin.,single,secondary,no,845,yes,no,unknown,13,may,105,1,unknown,no
3357,24,technician,single,secondary,no,-126,yes,yes,unknown,13,may,382,2,unknown,no
3358,45,services,married,secondary,no,-3,yes,no,unknown,13,may,213,1,unknown,no
3359,26,services,married,secondary,no,54,yes,no,unknown,13,may,116,1,unknown,no
3360,24,technician,single,secondary,no,-192,yes,no,unknown,13,may,125,1,unknown,no
3361,29,blue-collar,married,secondary,no,125,yes,no,unknown,13,may,50,1,unknown,no
3362,34,blue-collar,single,primary,no,2146,yes,no,unknown,13,may,138,1,unknown,no
3363,30,technician,single,tertiary,no,-522,yes,no,unknown,13,may,375,1,unknown,no
3364,21,student,single,secondary,no,99,yes,no,unknown,13,may,49,1,unknown,no
3365,42,blue-collar,married,secondary,no,-1664,yes,no,unknown,13,may,169,1,unknown,no
3366,32,unemployed,married,secondary,yes,2,yes,no,unknown,13,may,178,2,unknown,no
3367,40,services,married,secondary,no,2172,yes,yes,unknown,13,may,1386,1,unknown,no
3368,33,management,single,tertiary,no,168,yes,no,unknown,13,may,155,1,unknown,no
3369,32,technician,married,primary,no,62,yes,yes,unknown,13,may,120,1,unknown,no
3370,25,admin.,single,secondary,no,768,yes,no,unknown,13,may,203,1,unknown,no
3371,41,blue-collar,married,secondary,no,429,yes,no,unknown,13,may,244,1,unknown,no
3372,37,admin.,married,secondary,no,36,yes,no,unknown,13,may,428,1,unknown,no
3373,29,blue-collar,married,primary,no,0,yes,no,unknown,13,may,53,1,unknown,no
3374,29,technician,single,secondary,no,544,yes,no,unknown,13,may,360,1,unknown,no
3375,46,services,divorced,primary,no,91,yes,no,unknown,13,may,215,1,unknown,no
3376,32,management,single,tertiary,yes,-3,yes,no,unknown,13,may,500,2,unknown,no
3377,30,admin.,single,secondary,no,1374,yes,no,unknown,13,may,207,1,unknown,no
3378,38,management,married,tertiary,no,119,yes,no,unknown,13,may,568,4,unknown,yes
3379,22,services,single,secondary,no,279,yes,no,unknown,13,may,270,1,unknown,no
3380,22,management,single,secondary,no,594,yes,no,unknown,13,may,154,1,unknown,no
3381,32,services,single,secondary,no,-121,yes,yes,unknown,13,may,272,1,unknown,no
3382,36,blue-collar,married,secondary,no,-195,yes,no,unknown,13,may,229,1,unknown,no
3383,30,technician,single,secondary,no,-208,yes,yes,unknown,13,may,108,1,unknown,no
3384,26,blue-collar,single,secondary,no,309,yes,no,unknown,13,may,210,1,unknown,no
3385,41,blue-collar,divorced,primary,yes,210,yes,no,unknown,13,may,383,1,unknown,no
3386,42,unemployed,married,secondary,no,135,yes,no,unknown,13,may,259,6,unknown,no
3387,45,blue-collar,married,secondary,no,66,yes,no,unknown,13,may,3366,3,unknown,no
3388,24,services,single,secondary,yes,-122,yes,no,unknown,13,may,1000,1,unknown,yes
3389,54,retired,divorced,tertiary,no,0,no,no,unknown,13,may,618,1,unknown,yes
3390,33,blue-collar,single,unknown,no,-90,yes,no,unknown,13,may,415,1,unknown,no
3391,28,blue-collar,married,primary,no,286,yes,no,unknown,13,may,237,1,unknown,no
3392,36,admin.,married,secondary,no,-423,yes,yes,unknown,13,may,106,1,unknown,no
3393,34,blue-collar,single,primary,no,505,yes,no,unknown,13,may,351,1,unknown,no
3394,28,admin.,single,secondary,no,296,yes,no,unknown,13,may,218,1,unknown,no
3395,31,technician,single,tertiary,no,279,yes,no,unknown,13,may,198,1,unknown,no
3396,53,services,married,secondary,no,367,yes,yes,unknown,13,may,284,2,unknown,no
3397,20,blue-collar,single,secondary,no,129,yes,yes,unknown,13,may,190,1,unknown,no
3398,47,retired,married,primary,yes,-13,no,no,unknown,13,may,295,1,unknown,no
3399,33,blue-collar,married,primary,no,1309,yes,no,unknown,13,may,262,1,unknown,no
3400,24,blue-collar,single,secondary,no,-10,yes,no,unknown,13,may,106,1,unknown,no
3401,23,admin.,single,secondary,no,5,yes,no,unknown,13,may,93,1,unknown,no
3402,27,blue-collar,single,secondary,no,71,yes,no,unknown,13,may,174,1,unknown,no
3403,23,admin.,single,secondary,no,281,yes,no,unknown,13,may,124,1,unknown,no
3404,30,blue-collar,married,secondary,no,173,yes,no,unknown,13,may,217,1,unknown,no
