Id,age,job,marital,education,default,Acc_balance,housing,loan,contact,day,month,duration,campaign,poutcome,deposit
2332,46,technician,married,tertiary,no,675,yes,no,unknown,8,may,50,1,unknown,no
2333,34,blue-collar,single,secondary,no,177,yes,no,unknown,8,may,500,1,unknown,no
2334,51,admin.,divorced,secondary,no,340,yes,no,unknown,8,may,186,1,unknown,no
2335,49,technician,married,primary,no,230,yes,no,unknown,8,may,96,1,unknown,no
2336,52,management,single,tertiary,yes,0,no,no,unknown,8,may,98,1,unknown,no
2337,43,technician,married,tertiary,no,2331,yes,no,unknown,8,may,364,4,unknown,no
2338,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,8,may,477,1,unknown,no
2339,27,student,single,secondary,no,217,yes,no,unknown,8,may,319,1,unknown,no
2340,43,blue-collar,married,primary,no,186,yes,no,unknown,8,may,178,1,unknown,no
2341,49,admin.,divorced,secondary,no,168,yes,yes,unknown,8,may,513,1,unknown,yes
2342,50,services,divorced,secondary,no,145,yes,no,unknown,8,may,170,1,unknown,no
2343,33,admin.,divorced,secondary,no,140,yes,no,unknown,8,may,139,1,unknown,no
2344,49,services,married,secondary,no,-22,yes,no,unknown,8,may,70,1,unknown,no
2345,50,technician,married,secondary,no,389,yes,no,unknown,8,may,110,1,unknown,no
2346,42,admin.,married,secondary,no,323,yes,yes,unknown,8,may,280,2,unknown,no
2347,28,services,married,secondary,no,6,yes,no,unknown,8,may,667,1,unknown,no
2348,41,technician,married,secondary,no,225,yes,yes,unknown,8,may,63,2,unknown,no
2349,34,services,married,secondary,no,142,yes,no,unknown,8,may,159,4,unknown,no
2350,58,blue-collar,married,primary,no,5,no,no,unknown,8,may,177,2,unknown,no
2351,46,blue-collar,married,primary,no,174,yes,yes,unknown,8,may,108,3,unknown,no
2352,46,blue-collar,married,primary,no,-768,yes,no,unknown,8,may,194,3,unknown,no
2353,42,blue-collar,married,secondary,no,30,no,no,unknown,8,may,366,2,unknown,no
2354,40,blue-collar,married,primary,no,968,yes,yes,unknown,8,may,213,1,unknown,no
2355,42,blue-collar,divorced,secondary,no,47,yes,yes,unknown,8,may,141,1,unknown,no
2356,33,entrepreneur,married,secondary,no,0,yes,yes,unknown,8,may,982,1,unknown,no
2357,27,services,married,primary,no,91,yes,no,unknown,8,may,168,2,unknown,no
2358,43,blue-collar,married,primary,no,-77,yes,no,unknown,8,may,468,1,unknown,no
2359,28,blue-collar,married,unknown,no,486,yes,no,unknown,8,may,180,1,unknown,no
2360,34,blue-collar,single,secondary,no,341,yes,no,unknown,8,may,195,1,unknown,no
2361,37,services,married,secondary,no,50,yes,no,unknown,8,may,352,3,unknown,no
2362,41,services,married,secondary,no,205,yes,no,unknown,8,may,91,1,unknown,no
2363,39,admin.,single,secondary,no,762,yes,no,unknown,8,may,288,1,unknown,no
2364,37,technician,single,tertiary,no,31,yes,no,unknown,8,may,72,1,unknown,no
2365,41,unemployed,married,primary,yes,-581,yes,no,unknown,8,may,218,2,unknown,no
2366,36,services,single,secondary,no,-45,yes,no,unknown,8,may,289,1,unknown,no
2367,51,blue-collar,married,primary,no,0,no,no,unknown,8,may,384,1,unknown,no
2368,28,self-employed,married,tertiary,no,120,yes,yes,unknown,8,may,130,3,unknown,no
2369,31,blue-collar,married,secondary,no,335,yes,no,unknown,8,may,226,1,unknown,no
2370,33,services,married,secondary,no,-232,yes,no,unknown,8,may,208,1,unknown,no
2371,28,admin.,divorced,secondary,no,785,yes,no,unknown,8,may,442,2,unknown,yes
2372,31,services,married,secondary,no,28,yes,no,unknown,8,may,101,1,unknown,no
2373,43,management,single,tertiary,no,2067,yes,no,unknown,8,may,756,1,unknown,yes
2374,48,blue-collar,married,primary,no,448,yes,no,unknown,8,may,189,1,unknown,no
2375,26,student,single,tertiary,no,37,yes,no,unknown,8,may,108,1,unknown,no
2376,34,technician,single,tertiary,no,301,yes,no,unknown,8,may,205,1,unknown,no
2377,38,blue-collar,married,primary,no,668,no,no,unknown,8,may,238,1,unknown,no
2378,51,admin.,divorced,secondary,no,115,yes,yes,unknown,8,may,136,1,unknown,no
2379,49,admin.,single,secondary,no,275,no,no,unknown,8,may,14,1,unknown,no
2380,60,retired,married,primary,no,414,no,no,unknown,8,may,395,1,unknown,no
2381,32,management,single,tertiary,no,3,yes,no,unknown,8,may,161,1,unknown,no
2382,36,admin.,divorced,secondary,no,496,no,no,unknown,8,may,269,3,unknown,no
2383,28,management,single,tertiary,no,150,yes,no,unknown,8,may,491,1,unknown,no
2384,34,management,single,tertiary,no,163,no,no,unknown,8,may,44,1,unknown,no
2385,40,admin.,single,secondary,no,1322,yes,no,unknown,8,may,26,1,unknown,no
2386,33,housemaid,married,primary,no,1713,yes,no,unknown,8,may,22,1,unknown,no
2387,37,admin.,married,primary,no,242,yes,no,unknown,8,may,161,8,unknown,no
2388,40,management,married,tertiary,no,-29,no,no,unknown,8,may,406,2,unknown,no
2389,59,retired,divorced,tertiary,no,381,yes,no,unknown,8,may,422,4,unknown,no
2390,39,blue-collar,single,secondary,no,82,yes,no,unknown,8,may,147,5,unknown,no
2391,28,management,single,tertiary,no,21,yes,no,unknown,8,may,219,3,unknown,no
2392,30,services,married,secondary,no,1801,yes,no,unknown,8,may,807,2,unknown,no
2393,40,blue-collar,married,primary,no,640,yes,yes,unknown,8,may,347,2,unknown,no
2394,28,blue-collar,married,primary,no,113,yes,no,unknown,8,may,534,2,unknown,no
2395,39,blue-collar,married,secondary,no,1042,yes,no,unknown,8,may,58,2,unknown,no
2396,44,services,divorced,secondary,no,240,yes,no,unknown,8,may,155,2,unknown,no
2397,39,services,single,secondary,no,-244,yes,no,unknown,8,may,152,2,unknown,no
2398,30,blue-collar,married,primary,no,70,yes,yes,unknown,8,may,461,3,unknown,no
2399,35,blue-collar,married,secondary,no,-339,yes,no,unknown,8,may,389,2,unknown,no
2400,31,management,married,tertiary,no,59,yes,no,unknown,8,may,314,3,unknown,no
2401,47,management,married,primary,no,1222,yes,no,unknown,8,may,28,3,unknown,no
2402,26,student,single,unknown,no,-41,yes,no,unknown,8,may,229,2,unknown,no
2403,25,blue-collar,single,secondary,no,0,yes,no,unknown,8,may,30,2,unknown,no
2404,42,management,married,tertiary,no,6,yes,no,unknown,8,may,103,4,unknown,no
2405,30,blue-collar,married,primary,no,4,yes,no,unknown,8,may,32,2,unknown,no
2406,28,services,married,secondary,no,20,yes,yes,unknown,8,may,252,2,unknown,no
2407,46,admin.,divorced,tertiary,no,846,yes,no,unknown,8,may,369,2,unknown,no
2408,43,blue-collar,divorced,secondary,no,338,yes,no,unknown,8,may,116,1,unknown,no
2409,38,technician,married,unknown,no,90,yes,yes,unknown,8,may,20,2,unknown,no
2410,31,blue-collar,married,primary,no,406,yes,no,unknown,8,may,31,1,unknown,no
2411,29,services,single,secondary,no,2,no,no,unknown,8,may,190,1,unknown,no
2412,34,services,married,secondary,no,2211,no,no,unknown,8,may,149,1,unknown,no
2413,40,blue-collar,married,primary,no,87,yes,no,unknown,8,may,210,1,unknown,no
2414,30,technician,single,tertiary,no,178,yes,no,unknown,8,may,234,1,unknown,no
2415,44,technician,married,unknown,no,185,yes,yes,unknown,8,may,63,1,unknown,no
2416,38,blue-collar,married,secondary,no,-210,yes,no,unknown,8,may,21,1,unknown,no
2417,43,management,divorced,tertiary,no,388,yes,no,unknown,8,may,2087,2,unknown,yes
2418,32,blue-collar,married,secondary,no,1,yes,no,unknown,8,may,102,1,unknown,no
2419,33,management,married,secondary,yes,879,yes,no,unknown,8,may,245,1,unknown,no
2420,32,blue-collar,married,secondary,no,214,yes,no,unknown,8,may,190,1,unknown,no
2421,40,technician,married,unknown,no,698,yes,no,unknown,8,may,223,2,unknown,no
2422,34,management,married,tertiary,no,1601,yes,no,unknown,8,may,650,2,unknown,no
2423,30,blue-collar,married,secondary,no,717,yes,no,unknown,8,may,42,1,unknown,no
2424,53,blue-collar,divorced,primary,no,255,yes,no,unknown,8,may,206,2,unknown,no
2425,39,management,single,tertiary,no,375,yes,no,unknown,8,may,66,2,unknown,no
2426,46,blue-collar,married,primary,no,587,yes,no,unknown,8,may,173,2,unknown,no
2427,32,management,married,tertiary,no,644,yes,yes,unknown,8,may,477,2,unknown,no
2428,60,technician,married,unknown,no,0,yes,no,unknown,8,may,77,1,unknown,no
2429,40,management,single,tertiary,no,-275,yes,no,unknown,8,may,219,2,unknown,no
2430,47,blue-collar,married,secondary,no,116,yes,no,unknown,8,may,376,2,unknown,no
2431,25,entrepreneur,married,tertiary,no,37,yes,yes,unknown,8,may,453,2,unknown,no
2432,44,blue-collar,married,primary,no,753,yes,no,unknown,8,may,151,2,unknown,no
2433,38,blue-collar,single,primary,no,162,yes,no,unknown,8,may,200,2,unknown,no
2434,45,admin.,divorced,secondary,no,984,yes,no,unknown,8,may,298,5,unknown,no
2435,34,blue-collar,married,secondary,no,199,yes,no,unknown,8,may,627,3,unknown,no
2436,36,services,divorced,secondary,no,241,yes,no,unknown,8,may,133,1,unknown,no
2437,30,blue-collar,single,secondary,no,648,yes,yes,unknown,8,may,287,1,unknown,no
2438,35,blue-collar,single,secondary,no,907,yes,yes,unknown,8,may,242,1,unknown,no
2439,39,unemployed,divorced,secondary,no,6322,no,no,unknown,8,may,184,1,unknown,no
2440,46,blue-collar,married,secondary,no,125,yes,yes,unknown,8,may,119,2,unknown,no
2441,36,self-employed,married,primary,no,90,yes,no,unknown,8,may,403,2,unknown,no
2442,22,technician,single,secondary,no,54,yes,yes,unknown,8,may,626,6,unknown,no
2443,26,blue-collar,single,secondary,no,-132,no,no,unknown,8,may,12,1,unknown,no
2444,48,admin.,divorced,secondary,no,267,no,no,unknown,8,may,266,1,unknown,no
2445,32,blue-collar,married,primary,no,289,yes,no,unknown,8,may,23,4,unknown,no
2446,58,self-employed,divorced,secondary,no,613,yes,no,unknown,8,may,154,2,unknown,no
2447,57,entrepreneur,married,unknown,no,618,yes,no,unknown,8,may,10,7,unknown,no
2448,53,management,married,tertiary,no,1786,yes,no,unknown,8,may,66,2,unknown,no
2449,29,management,divorced,tertiary,no,607,yes,yes,unknown,8,may,240,3,unknown,no
2450,34,services,married,secondary,no,586,yes,yes,unknown,8,may,224,2,unknown,no
2451,32,services,single,secondary,no,459,yes,no,unknown,8,may,202,2,unknown,no
2452,55,entrepreneur,married,primary,no,298,yes,no,unknown,8,may,144,3,unknown,no
2453,50,blue-collar,divorced,primary,no,134,no,no,unknown,8,may,263,2,unknown,no
2454,43,blue-collar,married,primary,no,34,yes,no,unknown,8,may,543,3,unknown,no
2455,44,services,single,secondary,no,1378,yes,no,unknown,8,may,257,2,unknown,no
2456,27,blue-collar,married,tertiary,no,417,yes,yes,unknown,8,may,237,2,unknown,no
2457,35,blue-collar,married,secondary,no,25,yes,no,unknown,8,may,23,5,unknown,no
2458,45,services,married,secondary,no,22,yes,no,unknown,8,may,209,3,unknown,no
2459,35,blue-collar,single,primary,no,398,yes,no,unknown,8,may,34,1,unknown,no
2460,49,blue-collar,single,primary,no,1164,yes,no,unknown,8,may,72,1,unknown,no
2461,34,management,married,secondary,no,487,yes,no,unknown,8,may,442,2,unknown,no
2462,46,admin.,married,secondary,no,1069,yes,no,unknown,8,may,45,2,unknown,no
2463,43,blue-collar,married,primary,no,-192,yes,no,unknown,8,may,1120,2,unknown,yes
2464,42,retired,married,primary,no,0,yes,no,unknown,8,may,186,2,unknown,no
2465,55,blue-collar,married,primary,no,332,yes,no,unknown,8,may,318,2,unknown,no
2466,37,blue-collar,married,secondary,no,121,yes,no,unknown,8,may,617,2,unknown,no
2467,31,blue-collar,married,primary,no,68,yes,no,unknown,8,may,226,1,unknown,no
2468,57,blue-collar,divorced,primary,no,-176,yes,no,unknown,8,may,275,1,unknown,no
2469,33,blue-collar,married,secondary,no,527,yes,yes,unknown,8,may,81,2,unknown,no
2470,43,services,single,unknown,no,193,yes,no,unknown,8,may,74,7,unknown,no
2471,60,blue-collar,divorced,primary,no,7601,yes,no,unknown,8,may,285,1,unknown,no
2472,51,management,married,tertiary,no,751,no,no,unknown,8,may,261,5,unknown,no
2473,38,blue-collar,single,unknown,no,495,yes,no,unknown,8,may,297,1,unknown,no
2474,37,technician,single,secondary,no,670,yes,no,unknown,8,may,78,3,unknown,no
2475,41,blue-collar,single,secondary,no,363,yes,no,unknown,8,may,183,3,unknown,no
2476,42,blue-collar,married,secondary,no,376,yes,no,unknown,8,may,15,1,unknown,no
2477,41,management,divorced,tertiary,no,292,yes,no,unknown,8,may,352,2,unknown,no
2478,33,technician,married,unknown,no,0,no,no,unknown,8,may,345,2,unknown,no
2479,32,admin.,single,secondary,no,184,yes,no,unknown,8,may,230,4,unknown,no
2480,30,services,married,secondary,no,80,yes,no,unknown,8,may,185,2,unknown,no
2481,43,technician,married,secondary,no,1824,yes,no,unknown,8,may,296,1,unknown,no
2482,30,blue-collar,married,secondary,no,2850,no,no,unknown,8,may,181,2,unknown,no
2483,37,blue-collar,divorced,secondary,no,48,yes,no,unknown,8,may,133,2,unknown,no
2484,34,management,married,tertiary,no,76,no,no,unknown,8,may,335,9,unknown,no
2485,32,unemployed,single,tertiary,no,336,yes,no,unknown,8,may,139,1,unknown,no
2486,42,technician,married,secondary,no,0,no,yes,unknown,8,may,7,3,unknown,no
2487,35,technician,single,secondary,no,433,yes,no,unknown,8,may,163,2,unknown,no
2488,34,blue-collar,married,secondary,no,103,yes,yes,unknown,8,may,956,2,unknown,no
2489,50,blue-collar,married,primary,no,1164,yes,no,unknown,8,may,166,2,unknown,no
2490,34,blue-collar,married,secondary,no,129,yes,no,unknown,8,may,71,2,unknown,no
2491,38,services,divorced,secondary,no,5873,no,no,unknown,8,may,191,2,unknown,no
2492,28,blue-collar,married,secondary,no,0,yes,no,unknown,8,may,459,2,unknown,no
2493,55,blue-collar,married,primary,no,82,yes,no,unknown,8,may,292,2,unknown,no
2494,38,blue-collar,married,primary,no,362,yes,no,unknown,8,may,100,5,unknown,no
2495,31,blue-collar,married,secondary,no,186,yes,no,unknown,8,may,257,3,unknown,no
2496,57,admin.,married,secondary,no,1216,yes,no,unknown,8,may,255,6,unknown,no
2497,50,management,divorced,tertiary,no,704,yes,no,unknown,8,may,233,2,unknown,no
2498,47,blue-collar,married,primary,no,205,yes,no,unknown,8,may,128,2,unknown,no
2499,39,blue-collar,married,primary,no,830,yes,no,unknown,8,may,246,2,unknown,no
2500,34,services,married,secondary,no,-315,yes,no,unknown,8,may,56,2,unknown,no
2501,41,technician,married,secondary,no,64,yes,yes,unknown,8,may,210,2,unknown,no
2502,59,entrepreneur,married,tertiary,no,-820,no,no,unknown,8,may,43,2,unknown,no
2503,35,self-employed,single,tertiary,no,538,yes,yes,unknown,8,may,21,9,unknown,no
2504,31,technician,single,tertiary,no,948,yes,no,unknown,8,may,91,2,unknown,no
2505,55,management,married,tertiary,no,1288,yes,no,unknown,8,may,67,2,unknown,no
2506,36,blue-collar,married,unknown,no,70,yes,no,unknown,8,may,219,4,unknown,no
2507,41,management,married,tertiary,no,393,yes,no,unknown,8,may,110,2,unknown,no
2508,44,technician,single,secondary,no,365,yes,no,unknown,8,may,169,2,unknown,no
2509,40,blue-collar,single,secondary,no,879,yes,yes,unknown,8,may,248,3,unknown,no
2510,32,blue-collar,married,secondary,no,491,yes,no,unknown,8,may,223,2,unknown,no
2511,38,management,single,tertiary,no,0,yes,no,unknown,8,may,92,3,unknown,no
2512,27,student,single,secondary,no,0,no,no,unknown,8,may,93,2,unknown,no
2513,33,unemployed,married,secondary,no,229,yes,no,unknown,8,may,205,4,unknown,no
2514,37,services,married,secondary,no,22,yes,yes,unknown,8,may,160,1,unknown,no
2515,40,management,married,tertiary,no,570,yes,no,unknown,8,may,105,2,unknown,no
2516,33,blue-collar,single,secondary,no,56,yes,no,unknown,8,may,112,2,unknown,no
2517,40,admin.,single,secondary,no,118,yes,no,unknown,8,may,383,3,unknown,no
2518,27,blue-collar,married,secondary,no,106,yes,no,unknown,8,may,207,2,unknown,no
2519,42,management,single,tertiary,no,1768,yes,no,unknown,8,may,193,2,unknown,no
2520,41,blue-collar,married,secondary,no,213,yes,no,unknown,8,may,10,2,unknown,no
2521,37,unemployed,single,secondary,no,381,yes,no,unknown,8,may,985,2,unknown,yes
2522,38,unemployed,married,primary,no,1147,yes,yes,unknown,8,may,249,5,unknown,no
2523,44,blue-collar,married,secondary,no,373,yes,no,unknown,8,may,122,2,unknown,no
2524,31,blue-collar,married,primary,no,50,yes,no,unknown,8,may,300,2,unknown,no
2525,34,blue-collar,married,secondary,no,67,yes,yes,unknown,8,may,672,3,unknown,no
2526,46,blue-collar,married,primary,no,0,yes,yes,unknown,8,may,390,3,unknown,no
2527,33,admin.,married,secondary,no,61,yes,yes,unknown,8,may,116,2,unknown,no
2528,36,blue-collar,married,secondary,no,504,yes,no,unknown,8,may,481,2,unknown,no
2529,32,unemployed,single,secondary,no,177,yes,no,unknown,8,may,21,3,unknown,no
2530,27,technician,single,secondary,no,584,yes,no,unknown,8,may,192,2,unknown,no
2531,31,services,married,primary,no,-732,yes,no,unknown,8,may,6,2,unknown,no
2532,41,management,single,tertiary,no,572,yes,no,unknown,8,may,8,2,unknown,no
2533,35,blue-collar,married,primary,no,105,yes,no,unknown,8,may,369,2,unknown,no
2534,50,technician,single,tertiary,no,0,yes,no,unknown,8,may,393,2,unknown,no
2535,33,technician,married,secondary,no,832,yes,yes,unknown,8,may,246,3,unknown,no
2536,48,blue-collar,married,primary,no,2642,yes,no,unknown,8,may,330,3,unknown,no
2537,36,technician,married,secondary,no,195,yes,no,unknown,8,may,380,2,unknown,no
2538,29,housemaid,single,secondary,no,718,yes,no,unknown,8,may,91,3,unknown,no
2539,34,management,married,tertiary,no,336,yes,yes,unknown,8,may,84,2,unknown,no
2540,39,blue-collar,married,primary,no,332,yes,no,unknown,8,may,277,3,unknown,no
2541,32,management,divorced,tertiary,no,1,yes,no,unknown,8,may,399,4,unknown,no
2542,59,retired,divorced,primary,no,-138,yes,yes,unknown,8,may,89,4,unknown,no
2543,50,blue-collar,married,primary,no,749,no,no,unknown,8,may,297,2,unknown,no
2544,37,admin.,married,secondary,no,14,yes,no,unknown,8,may,176,2,unknown,no
2545,33,unemployed,single,secondary,no,177,no,no,unknown,8,may,75,4,unknown,no
2546,52,blue-collar,married,secondary,no,557,no,no,unknown,8,may,111,3,unknown,no
2547,43,blue-collar,married,primary,no,126,yes,no,unknown,8,may,170,2,unknown,no
2548,53,blue-collar,married,secondary,no,359,no,yes,unknown,8,may,238,8,unknown,no
2549,37,blue-collar,married,primary,no,496,yes,no,unknown,8,may,137,2,unknown,no
2550,50,services,single,secondary,no,72,no,no,unknown,8,may,141,2,unknown,no
2551,53,blue-collar,married,secondary,no,175,yes,no,unknown,8,may,49,4,unknown,no
2552,47,blue-collar,married,primary,no,430,no,no,unknown,8,may,89,8,unknown,no
2553,48,technician,divorced,tertiary,no,574,yes,no,unknown,8,may,341,2,unknown,no
2554,35,technician,divorced,secondary,no,69,yes,no,unknown,8,may,461,3,unknown,no
2555,42,self-employed,married,secondary,no,106,yes,no,unknown,8,may,515,3,unknown,no
2556,43,management,divorced,tertiary,no,0,yes,no,unknown,8,may,123,2,unknown,no
2557,40,services,single,secondary,no,23,yes,no,unknown,8,may,179,5,unknown,no
2558,36,services,married,secondary,no,42,yes,no,unknown,8,may,102,4,unknown,no
2559,39,management,married,tertiary,no,429,yes,no,unknown,8,may,272,4,unknown,no
2560,32,blue-collar,divorced,primary,no,88,yes,no,unknown,8,may,17,3,unknown,no
2561,44,management,divorced,tertiary,no,3932,yes,no,unknown,8,may,40,2,unknown,no
2562,43,technician,divorced,secondary,no,177,yes,no,unknown,8,may,209,3,unknown,no
2563,53,self-employed,married,secondary,no,468,yes,no,unknown,8,may,89,5,unknown,no
2564,41,services,married,secondary,no,639,yes,no,unknown,8,may,1187,2,unknown,no
2565,53,management,married,tertiary,no,2124,yes,no,unknown,8,may,123,2,unknown,no
2566,31,unemployed,married,primary,no,309,yes,no,unknown,8,may,104,3,unknown,no
2567,51,blue-collar,married,primary,no,202,yes,no,unknown,8,may,200,2,unknown,no
2568,32,blue-collar,married,secondary,no,20,yes,yes,unknown,8,may,117,3,unknown,no
2569,52,blue-collar,married,secondary,no,-17,yes,no,unknown,8,may,37,3,unknown,no
2570,41,management,married,primary,no,-417,yes,no,unknown,8,may,51,3,unknown,no
2571,30,management,single,tertiary,no,528,yes,no,unknown,8,may,145,4,unknown,no
2572,32,management,single,tertiary,no,394,yes,no,unknown,8,may,466,2,unknown,no
2573,31,blue-collar,married,primary,no,856,yes,no,unknown,8,may,303,3,unknown,no
2574,38,blue-collar,married,secondary,no,468,yes,no,unknown,8,may,101,2,unknown,no
2575,44,blue-collar,married,secondary,no,138,yes,no,unknown,8,may,283,3,unknown,no
2576,36,blue-collar,married,secondary,no,406,yes,no,unknown,8,may,826,3,unknown,no
2577,34,admin.,married,tertiary,no,221,yes,no,unknown,8,may,185,4,unknown,no
2578,40,admin.,married,secondary,no,523,yes,yes,unknown,8,may,598,3,unknown,no
2579,41,blue-collar,married,primary,no,-52,yes,no,unknown,8,may,120,5,unknown,no
2580,56,technician,divorced,secondary,no,397,yes,no,unknown,8,may,185,7,unknown,no
2581,39,blue-collar,married,primary,no,-432,yes,no,unknown,8,may,159,3,unknown,no
2582,34,blue-collar,married,primary,no,298,yes,no,unknown,8,may,220,2,unknown,no
2583,41,blue-collar,single,secondary,no,1080,yes,yes,unknown,8,may,192,4,unknown,no
2584,39,management,single,tertiary,no,-85,yes,no,unknown,8,may,423,2,unknown,no
2585,33,admin.,married,secondary,no,4012,no,yes,unknown,8,may,337,4,unknown,no
2586,52,management,divorced,secondary,no,123,no,no,unknown,8,may,306,2,unknown,no
2587,26,management,single,tertiary,no,498,yes,no,unknown,8,may,99,3,unknown,no
2588,54,unemployed,married,secondary,no,23,yes,no,unknown,8,may,27,3,unknown,no
2589,30,technician,married,unknown,yes,-315,yes,no,unknown,8,may,201,2,unknown,no
2590,35,management,married,tertiary,yes,89,no,yes,unknown,8,may,166,3,unknown,no
2591,47,technician,divorced,secondary,no,699,yes,no,unknown,8,may,182,1,unknown,no
2592,53,blue-collar,divorced,secondary,no,145,yes,no,unknown,8,may,193,1,unknown,no
2593,29,blue-collar,single,secondary,no,-138,yes,yes,unknown,8,may,271,5,unknown,no
2594,36,technician,married,tertiary,no,491,yes,no,unknown,8,may,103,3,unknown,no
2595,35,management,married,tertiary,no,820,yes,no,unknown,8,may,287,4,unknown,no
2596,43,blue-collar,married,secondary,no,1376,yes,no,unknown,8,may,235,4,unknown,no
2597,38,blue-collar,married,primary,no,0,yes,no,unknown,8,may,732,2,unknown,no
2598,39,blue-collar,married,secondary,no,507,yes,no,unknown,8,may,136,2,unknown,no
2599,58,management,married,secondary,no,771,no,no,unknown,8,may,126,3,unknown,no
2600,33,services,married,secondary,no,310,yes,no,unknown,8,may,172,4,unknown,no
2601,60,blue-collar,married,primary,no,136,yes,no,unknown,8,may,43,2,unknown,no
2602,45,admin.,married,secondary,no,310,yes,no,unknown,8,may,191,2,unknown,no
2603,39,blue-collar,married,primary,no,813,yes,no,unknown,8,may,117,2,unknown,no
2604,35,management,married,tertiary,no,14,yes,yes,unknown,8,may,64,1,unknown,no
2605,41,blue-collar,married,primary,no,-97,yes,no,unknown,8,may,260,5,unknown,no
2606,40,services,married,primary,no,332,yes,no,unknown,8,may,149,1,unknown,no
2607,33,services,married,secondary,no,5034,yes,no,unknown,8,may,207,3,unknown,no
2608,32,admin.,divorced,secondary,no,281,yes,no,unknown,8,may,231,4,unknown,no
2609,44,management,married,secondary,no,576,yes,no,unknown,8,may,128,3,unknown,no
2610,34,management,single,tertiary,no,1891,yes,no,unknown,9,may,162,5,unknown,no
2611,29,services,single,secondary,no,473,yes,yes,unknown,9,may,180,2,unknown,no
2612,49,blue-collar,married,primary,no,216,yes,no,unknown,9,may,144,2,unknown,no
2613,31,blue-collar,married,secondary,no,-13,yes,no,unknown,9,may,260,3,unknown,no
2614,47,admin.,divorced,secondary,no,162,yes,no,unknown,9,may,203,4,unknown,no
2615,34,blue-collar,married,primary,no,365,yes,no,unknown,9,may,85,2,unknown,no
2616,32,management,single,tertiary,no,264,yes,no,unknown,9,may,211,2,unknown,no
2617,32,admin.,single,tertiary,no,490,yes,no,unknown,9,may,94,2,unknown,no
2618,56,technician,single,primary,no,230,yes,no,unknown,9,may,122,4,unknown,no
2619,28,technician,single,secondary,no,-9,yes,yes,unknown,9,may,175,5,unknown,no
2620,35,technician,single,secondary,no,317,yes,no,unknown,9,may,292,2,unknown,no
2621,52,self-employed,single,tertiary,no,458,yes,yes,unknown,9,may,132,5,unknown,no
2622,35,technician,married,secondary,no,19,yes,no,unknown,9,may,130,2,unknown,no
2623,32,blue-collar,married,secondary,no,536,yes,no,unknown,9,may,208,2,unknown,no
2624,42,management,divorced,secondary,no,117,yes,no,unknown,9,may,105,1,unknown,no
2625,51,blue-collar,single,primary,no,368,yes,no,unknown,9,may,205,1,unknown,no
2626,47,blue-collar,married,secondary,no,-98,yes,no,unknown,9,may,112,1,unknown,no
2627,34,services,married,secondary,no,627,yes,no,unknown,9,may,117,9,unknown,no
2628,45,admin.,married,secondary,no,180,yes,no,unknown,9,may,218,1,unknown,no
2629,31,technician,divorced,secondary,no,26,yes,no,unknown,9,may,62,1,unknown,no
2630,40,blue-collar,married,primary,no,2171,yes,no,unknown,9,may,97,1,unknown,no
2631,53,entrepreneur,married,secondary,no,-118,yes,no,unknown,9,may,101,3,unknown,no
2632,44,technician,single,secondary,no,1059,yes,no,unknown,9,may,286,1,unknown,no
2633,49,blue-collar,married,primary,no,186,yes,no,unknown,9,may,241,1,unknown,no
2634,47,services,married,secondary,no,1306,yes,no,unknown,9,may,252,4,unknown,no
2635,31,blue-collar,married,primary,no,3007,yes,no,unknown,9,may,283,1,unknown,no
2636,45,admin.,single,secondary,no,-88,yes,no,unknown,9,may,131,1,unknown,no
2637,30,blue-collar,married,primary,no,265,yes,yes,unknown,9,may,380,1,unknown,no
2638,40,blue-collar,divorced,primary,no,21,yes,no,unknown,9,may,584,1,unknown,no
2639,27,admin.,single,unknown,no,230,yes,no,unknown,9,may,371,1,unknown,no
2640,28,admin.,married,secondary,no,252,yes,no,unknown,9,may,448,1,unknown,no
2641,28,admin.,single,tertiary,no,422,yes,no,unknown,9,may,274,1,unknown,no
2642,44,blue-collar,married,secondary,no,85,yes,no,unknown,9,may,116,2,unknown,no
2643,35,management,married,tertiary,no,4286,yes,no,unknown,9,may,357,1,unknown,no
2644,29,blue-collar,married,secondary,no,0,no,no,unknown,9,may,215,1,unknown,no
2645,33,blue-collar,divorced,primary,no,60,no,no,unknown,9,may,131,1,unknown,no
2646,32,blue-collar,married,secondary,no,687,yes,no,unknown,9,may,61,1,unknown,no
2647,35,blue-collar,single,secondary,no,40,yes,no,unknown,9,may,617,4,unknown,yes
2648,31,technician,single,tertiary,no,22,yes,no,unknown,9,may,483,3,unknown,yes
2649,36,technician,single,secondary,no,-333,yes,yes,unknown,9,may,847,1,unknown,no
2650,41,technician,married,secondary,no,483,yes,no,unknown,9,may,319,1,unknown,no
2651,35,blue-collar,married,secondary,no,503,yes,yes,unknown,9,may,57,2,unknown,no
2652,40,blue-collar,married,secondary,no,1245,yes,no,unknown,9,may,306,1,unknown,no
2653,42,blue-collar,married,secondary,no,117,yes,no,unknown,9,may,147,1,unknown,no
2654,34,technician,single,tertiary,yes,33,yes,yes,unknown,9,may,244,1,unknown,no
2655,41,technician,single,secondary,no,-320,yes,no,unknown,9,may,128,1,unknown,no
2656,43,blue-collar,divorced,primary,no,49,yes,no,unknown,9,may,100,1,unknown,no
2657,37,management,married,tertiary,no,0,yes,no,unknown,9,may,59,1,unknown,no
